Block,Date,Aggregated Category,Line Item,Value
UK,9/2/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,138012741
UK,9/2/2019,BOP Hedge Target Value,PA BOP Run,177697.6029
UK,9/2/2019,Equity Delta,EuroStoxx,0
UK,9/2/2019,Equity Delta,S&P 500,0
UK,9/2/2019,Equity Delta,NKY INDEX,0
UK,9/2/2019,Equity Delta,FTSE 100,-231.9500791
UK,9/2/2019,Equity Delta,SMI INDEX,0
UK,9/2/2019,Equity Delta,Topix Index,0
UK,9/2/2019,Capped Volatility Delta,CVF Funds,-28447.71391
UK,9/2/2019,Bond Delta,Domestic Bonds,0.002921129
UK,9/2/2019,Bond Delta,Foreign Bonds,0
UK,9/2/2019,FX Delta,FX Delta,0
UK,9/2/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,33.95203531
UK,9/2/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.04526E-06
UK,9/2/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,106.9271625
UK,9/2/2019,Total Equity,Total Equity,-28538.78187
UK,9/2/2019,Spot Rho: Assumed,Spot Rho: Assumed,4950704.471
UK,9/2/2019,Rho: Assumed,Rho: Assumed,5103344.401
UK,9/2/2019,Rho Basis,Rho Basis,152639.93
UK,9/2/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,59114.16622
UK,9/2/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-5897.89466
UK,9/2/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-58255.33376
UK,9/2/2019,Total Interest rates ,Total Interest rates ,5098305.338
UK,9/2/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-122.2723165
UK,9/2/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,21.25021745
UK,9/2/2019,Time,Time,-18672.77066
UK,9/2/2019,Other Cross Effects,Other Cross Effects,-2540.662263
UK,9/2/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-21203.24903
UK,9/2/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,31.82764491
UK,9/2/2019,Total Capital Markets Impact,Total Capital Markets Impact,5027280.68
UK,9/2/2019,Other,Other,4799.031152
UK,9/2/2019,EOP Hedge Target Value,EOP Hedge Target Value,143044820.7
UK,9/3/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,143217719.3
UK,9/3/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/3/2019,Equity Delta,EuroStoxx,0
UK,9/3/2019,Equity Delta,S&P 500,0
UK,9/3/2019,Equity Delta,NKY INDEX,0
UK,9/3/2019,Equity Delta,FTSE 100,42.51432925
UK,9/3/2019,Equity Delta,SMI INDEX,0
UK,9/3/2019,Equity Delta,Topix Index,0
UK,9/3/2019,Capped Volatility Delta,CVF Funds,20003.52602
UK,9/3/2019,Bond Delta,Domestic Bonds,0.0027591
UK,9/3/2019,Bond Delta,Foreign Bonds,0
UK,9/3/2019,FX Delta,FX Delta,0
UK,9/3/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,20.98806218
UK,9/3/2019,Other Gamma: Assumed,Other Gamma: Assumed,-8.64344E-08
UK,9/3/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-81.68701345
UK,9/3/2019,Total Equity,Total Equity,19985.34416
UK,9/3/2019,Spot Rho: Assumed,Spot Rho: Assumed,1576017.658
UK,9/3/2019,Rho: Assumed,Rho: Assumed,1588243.865
UK,9/3/2019,Rho Basis,Rho Basis,12226.20773
UK,9/3/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,5553.045195
UK,9/3/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),194.3646567
UK,9/3/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-8983.425113
UK,9/3/2019,Total Interest rates ,Total Interest rates ,1585007.85
UK,9/3/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,33.45645334
UK,9/3/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,65.84499066
UK,9/3/2019,Time,Time,-11746.16604
UK,9/3/2019,Other Cross Effects,Other Cross Effects,-342.13081
UK,9/3/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,0
UK,9/3/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,0
UK,9/3/2019,Total Capital Markets Impact,Total Capital Markets Impact,1593004.199
UK,9/3/2019,Other,Other,-6.69956E-05
UK,9/3/2019,EOP Hedge Target Value,EOP Hedge Target Value,144810723.5
UK,9/4/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,144810723.5
UK,9/4/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/4/2019,Equity Delta,EuroStoxx,0
UK,9/4/2019,Equity Delta,S&P 500,0
UK,9/4/2019,Equity Delta,NKY INDEX,0
UK,9/4/2019,Equity Delta,FTSE 100,-133.1468082
UK,9/4/2019,Equity Delta,SMI INDEX,0
UK,9/4/2019,Equity Delta,Topix Index,0
UK,9/4/2019,Capped Volatility Delta,CVF Funds,-945612.5237
UK,9/4/2019,Bond Delta,Domestic Bonds,0.002782821
UK,9/4/2019,Bond Delta,Foreign Bonds,0
UK,9/4/2019,FX Delta,FX Delta,0
UK,9/4/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,9645.934651
UK,9/4/2019,Other Gamma: Assumed,Other Gamma: Assumed,1.94725E-07
UK,9/4/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,703.8209921
UK,9/4/2019,Total Equity,Total Equity,-935395.9121
UK,9/4/2019,Spot Rho: Assumed,Spot Rho: Assumed,-6444383.539
UK,9/4/2019,Rho: Assumed,Rho: Assumed,-6526050.181
UK,9/4/2019,Rho Basis,Rho Basis,-81666.64272
UK,9/4/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,92823.29669
UK,9/4/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),204.8480745
UK,9/4/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-21116.94179
UK,9/4/2019,Total Interest rates ,Total Interest rates ,-6454138.978
UK,9/4/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,4874.16929
UK,9/4/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,83.90846838
UK,9/4/2019,Time,Time,-5570.472427
UK,9/4/2019,Other Cross Effects,Other Cross Effects,1162.376488
UK,9/4/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,0
UK,9/4/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,0
UK,9/4/2019,Total Capital Markets Impact,Total Capital Markets Impact,-7388984.909
UK,9/4/2019,Other,Other,0.001589984
UK,9/4/2019,EOP Hedge Target Value,EOP Hedge Target Value,137421738.5
UK,9/5/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,137421738.5
UK,9/5/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/5/2019,Equity Delta,EuroStoxx,0
UK,9/5/2019,Equity Delta,S&P 500,0
UK,9/5/2019,Equity Delta,NKY INDEX,0
UK,9/5/2019,Equity Delta,FTSE 100,88.53294928
UK,9/5/2019,Equity Delta,SMI INDEX,0
UK,9/5/2019,Equity Delta,Topix Index,0
UK,9/5/2019,Capped Volatility Delta,CVF Funds,-410147.1006
UK,9/5/2019,Bond Delta,Domestic Bonds,0.002776297
UK,9/5/2019,Bond Delta,Foreign Bonds,0
UK,9/5/2019,FX Delta,FX Delta,0
UK,9/5/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,2041.310264
UK,9/5/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.665E-07
UK,9/5/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-223.9839221
UK,9/5/2019,Total Equity,Total Equity,-408241.2385
UK,9/5/2019,Spot Rho: Assumed,Spot Rho: Assumed,-8471755.653
UK,9/5/2019,Rho: Assumed,Rho: Assumed,-8313672.327
UK,9/5/2019,Rho Basis,Rho Basis,158083.326
UK,9/5/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,156874.4059
UK,9/5/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),190.5470997
UK,9/5/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-96167.76121
UK,9/5/2019,Total Interest rates ,Total Interest rates ,-8252775.136
UK,9/5/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,3018.396163
UK,9/5/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,175.6173858
UK,9/5/2019,Time,Time,-9259.127937
UK,9/5/2019,Other Cross Effects,Other Cross Effects,1662.52434
UK,9/5/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-16388.60238
UK,9/5/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,311.1341454
UK,9/5/2019,Total Capital Markets Impact,Total Capital Markets Impact,-8681496.432
UK,9/5/2019,Other,Other,0.000492007
UK,9/5/2019,EOP Hedge Target Value,EOP Hedge Target Value,128740242.1
UK,9/6/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,128740242.1
UK,9/6/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/6/2019,Equity Delta,EuroStoxx,0
UK,9/6/2019,Equity Delta,S&P 500,0
UK,9/6/2019,Equity Delta,NKY INDEX,0
UK,9/6/2019,Equity Delta,FTSE 100,-34.4124025
UK,9/6/2019,Equity Delta,SMI INDEX,0
UK,9/6/2019,Equity Delta,Topix Index,0
UK,9/6/2019,Capped Volatility Delta,CVF Funds,-441440.9186
UK,9/6/2019,Bond Delta,Domestic Bonds,0.002757061
UK,9/6/2019,Bond Delta,Foreign Bonds,0
UK,9/6/2019,FX Delta,FX Delta,0
UK,9/6/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,2282.955362
UK,9/6/2019,Other Gamma: Assumed,Other Gamma: Assumed,-5.58425E-09
UK,9/6/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-91.39431164
UK,9/6/2019,Total Equity,Total Equity,-439283.7672
UK,9/6/2019,Spot Rho: Assumed,Spot Rho: Assumed,6526446.285
UK,9/6/2019,Rho: Assumed,Rho: Assumed,6171423.298
UK,9/6/2019,Rho Basis,Rho Basis,-355022.9866
UK,9/6/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,90529.55018
UK,9/6/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),2225.931422
UK,9/6/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),34334.92169
UK,9/6/2019,Total Interest rates ,Total Interest rates ,6298513.701
UK,9/6/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-2019.305129
UK,9/6/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-451.6398672
UK,9/6/2019,Time,Time,-5851.082602
UK,9/6/2019,Other Cross Effects,Other Cross Effects,-1125.085423
UK,9/6/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-6547.986489
UK,9/6/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,47.0602387
UK,9/6/2019,Total Capital Markets Impact,Total Capital Markets Impact,5843281.895
UK,9/6/2019,Other,Other,10.25658801
UK,9/6/2019,EOP Hedge Target Value,EOP Hedge Target Value,134583534.3
UK,9/9/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,134583534.3
UK,9/9/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/9/2019,Equity Delta,EuroStoxx,0
UK,9/9/2019,Equity Delta,S&P 500,0
UK,9/9/2019,Equity Delta,NKY INDEX,0
UK,9/9/2019,Equity Delta,FTSE 100,143.81665
UK,9/9/2019,Equity Delta,SMI INDEX,0
UK,9/9/2019,Equity Delta,Topix Index,0
UK,9/9/2019,Capped Volatility Delta,CVF Funds,696361.7756
UK,9/9/2019,Bond Delta,Domestic Bonds,0.002766869
UK,9/9/2019,Bond Delta,Foreign Bonds,0
UK,9/9/2019,FX Delta,FX Delta,0
UK,9/9/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,5684.553897
UK,9/9/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.65032E-07
UK,9/9/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-118.1982962
UK,9/9/2019,Total Equity,Total Equity,702071.9506
UK,9/9/2019,Spot Rho: Assumed,Spot Rho: Assumed,-5825005.724
UK,9/9/2019,Rho: Assumed,Rho: Assumed,-5639995.425
UK,9/9/2019,Rho Basis,Rho Basis,185010.2985
UK,9/9/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,73448.76888
UK,9/9/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),345.5611531
UK,9/9/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-46160.3482
UK,9/9/2019,Total Interest rates ,Total Interest rates ,-5612361.443
UK,9/9/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-3355.092679
UK,9/9/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-533.5231532
UK,9/9/2019,Time,Time,-21757.19108
UK,9/9/2019,Other Cross Effects,Other Cross Effects,3755.063751
UK,9/9/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-34894.3408
UK,9/9/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-505.027403
UK,9/9/2019,Total Capital Markets Impact,Total Capital Markets Impact,-4967579.604
UK,9/9/2019,Other,Other,-19.69188499
UK,9/9/2019,EOP Hedge Target Value,EOP Hedge Target Value,129615935
UK,9/10/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,129615935
UK,9/10/2019,BOP Hedge Target Value,PA BOP Run,51316.33207
UK,9/10/2019,Equity Delta,EuroStoxx,0
UK,9/10/2019,Equity Delta,S&P 500,0
UK,9/10/2019,Equity Delta,NKY INDEX,0
UK,9/10/2019,Equity Delta,FTSE 100,-99.34893891
UK,9/10/2019,Equity Delta,SMI INDEX,0
UK,9/10/2019,Equity Delta,Topix Index,0
UK,9/10/2019,Capped Volatility Delta,CVF Funds,-248001.27
UK,9/10/2019,Bond Delta,Domestic Bonds,0.002757417
UK,9/10/2019,Bond Delta,Foreign Bonds,0
UK,9/10/2019,FX Delta,FX Delta,0
UK,9/10/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,733.0887521
UK,9/10/2019,Other Gamma: Assumed,Other Gamma: Assumed,1.53238E-07
UK,9/10/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-122.7459406
UK,9/10/2019,Total Equity,Total Equity,-247490.2734
UK,9/10/2019,Spot Rho: Assumed,Spot Rho: Assumed,-3352525.856
UK,9/10/2019,Rho: Assumed,Rho: Assumed,-3158817.343
UK,9/10/2019,Rho Basis,Rho Basis,193708.5126
UK,9/10/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,23567.92291
UK,9/10/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),2669.296036
UK,9/10/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),18960.41449
UK,9/10/2019,Total Interest rates ,Total Interest rates ,-3113619.71
UK,9/10/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,915.0240117
UK,9/10/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,88.15894532
UK,9/10/2019,Time,Time,-9376.632253
UK,9/10/2019,Other Cross Effects,Other Cross Effects,252.622294
UK,9/10/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,23672.92081
UK,9/10/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-98.2924707
UK,9/10/2019,Total Capital Markets Impact,Total Capital Markets Impact,-3345656.182
UK,9/10/2019,Other,Other,51316.33188
UK,9/10/2019,EOP Hedge Target Value,EOP Hedge Target Value,126321595.1
UK,9/11/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,126321595.1
UK,9/11/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/11/2019,Equity Delta,EuroStoxx,0
UK,9/11/2019,Equity Delta,S&P 500,0
UK,9/11/2019,Equity Delta,NKY INDEX,0
UK,9/11/2019,Equity Delta,FTSE 100,-214.7593932
UK,9/11/2019,Equity Delta,SMI INDEX,0
UK,9/11/2019,Equity Delta,Topix Index,0
UK,9/11/2019,Capped Volatility Delta,CVF Funds,-779639.1081
UK,9/11/2019,Bond Delta,Domestic Bonds,0.002758824
UK,9/11/2019,Bond Delta,Foreign Bonds,0
UK,9/11/2019,FX Delta,FX Delta,0
UK,9/11/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,6662.720561
UK,9/11/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.28596E-07
UK,9/11/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-514.0322126
UK,9/11/2019,Total Equity,Total Equity,-773705.1764
UK,9/11/2019,Spot Rho: Assumed,Spot Rho: Assumed,-452509.9288
UK,9/11/2019,Rho: Assumed,Rho: Assumed,-440948.2607
UK,9/11/2019,Rho Basis,Rho Basis,11561.66806
UK,9/11/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,511.3016392
UK,9/11/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),56.83738211
UK,9/11/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-18852.62642
UK,9/11/2019,Total Interest rates ,Total Interest rates ,-459232.7481
UK,9/11/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,768.1698487
UK,9/11/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,32.4127253
UK,9/11/2019,Time,Time,-6152.769894
UK,9/11/2019,Other Cross Effects,Other Cross Effects,-249.531828
UK,9/11/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,18931.95377
UK,9/11/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-391.3709348
UK,9/11/2019,Total Capital Markets Impact,Total Capital Markets Impact,-1219999.061
UK,9/11/2019,Other,Other,0.000255004
UK,9/11/2019,EOP Hedge Target Value,EOP Hedge Target Value,125101596.1
UK,9/12/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,125101596.1
UK,9/12/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/12/2019,Equity Delta,EuroStoxx,0
UK,9/12/2019,Equity Delta,S&P 500,0
UK,9/12/2019,Equity Delta,NKY INDEX,0
UK,9/12/2019,Equity Delta,FTSE 100,-21.35331542
UK,9/12/2019,Equity Delta,SMI INDEX,0
UK,9/12/2019,Equity Delta,Topix Index,0
UK,9/12/2019,Capped Volatility Delta,CVF Funds,-419971.0599
UK,9/12/2019,Bond Delta,Domestic Bonds,0.002769208
UK,9/12/2019,Bond Delta,Foreign Bonds,0
UK,9/12/2019,FX Delta,FX Delta,0
UK,9/12/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,2071.764549
UK,9/12/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.32384E-07
UK,9/12/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,323.6025473
UK,9/12/2019,Total Equity,Total Equity,-417597.0433
UK,9/12/2019,Spot Rho: Assumed,Spot Rho: Assumed,-980593.4146
UK,9/12/2019,Rho: Assumed,Rho: Assumed,-925942.1612
UK,9/12/2019,Rho Basis,Rho Basis,54651.25344
UK,9/12/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,2587.092406
UK,9/12/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),80.02556899
UK,9/12/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),13613.60734
UK,9/12/2019,Total Interest rates ,Total Interest rates ,-909661.4358
UK,9/12/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,1050.849979
UK,9/12/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,145.1518468
UK,9/12/2019,Time,Time,-6874.270134
UK,9/12/2019,Other Cross Effects,Other Cross Effects,-13.109802
UK,9/12/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-5785.707985
UK,9/12/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,156.3818879
UK,9/12/2019,Total Capital Markets Impact,Total Capital Markets Impact,-1338579.183
UK,9/12/2019,Other,Other,0.000647992
UK,9/12/2019,EOP Hedge Target Value,EOP Hedge Target Value,123763016.9
UK,9/13/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,123763016.9
UK,9/13/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/13/2019,Equity Delta,EuroStoxx,0
UK,9/13/2019,Equity Delta,S&P 500,0
UK,9/13/2019,Equity Delta,NKY INDEX,0
UK,9/13/2019,Equity Delta,FTSE 100,-69.76676635
UK,9/13/2019,Equity Delta,SMI INDEX,0
UK,9/13/2019,Equity Delta,Topix Index,0
UK,9/13/2019,Capped Volatility Delta,CVF Funds,265306.2914
UK,9/13/2019,Bond Delta,Domestic Bonds,0.002772447
UK,9/13/2019,Bond Delta,Foreign Bonds,0
UK,9/13/2019,FX Delta,FX Delta,0
UK,9/13/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,998.4725626
UK,9/13/2019,Other Gamma: Assumed,Other Gamma: Assumed,2.94564E-08
UK,9/13/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-211.3337832
UK,9/13/2019,Total Equity,Total Equity,266023.6662
UK,9/13/2019,Spot Rho: Assumed,Spot Rho: Assumed,-6655024.594
UK,9/13/2019,Rho: Assumed,Rho: Assumed,-6524187.041
UK,9/13/2019,Rho Basis,Rho Basis,130837.5537
UK,9/13/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,105033.045
UK,9/13/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-726.8791871
UK,9/13/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),50250.47121
UK,9/13/2019,Total Interest rates ,Total Interest rates ,-6369630.404
UK,9/13/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-1638.436475
UK,9/13/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,292.7874884
UK,9/13/2019,Time,Time,-5055.943822
UK,9/13/2019,Other Cross Effects,Other Cross Effects,1133.531816
UK,9/13/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,62124.14317
UK,9/13/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,113.3341702
UK,9/13/2019,Total Capital Markets Impact,Total Capital Markets Impact,-6046637.321
UK,9/13/2019,Other,Other,-0.000103995
UK,9/13/2019,EOP Hedge Target Value,EOP Hedge Target Value,117716379.6
UK,9/16/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,117716379.6
UK,9/16/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/16/2019,Equity Delta,EuroStoxx,0
UK,9/16/2019,Equity Delta,S&P 500,0
UK,9/16/2019,Equity Delta,NKY INDEX,0
UK,9/16/2019,Equity Delta,FTSE 100,140.8408495
UK,9/16/2019,Equity Delta,SMI INDEX,0
UK,9/16/2019,Equity Delta,Topix Index,0
UK,9/16/2019,Capped Volatility Delta,CVF Funds,340333.4311
UK,9/16/2019,Bond Delta,Domestic Bonds,0.002782815
UK,9/16/2019,Bond Delta,Foreign Bonds,0
UK,9/16/2019,FX Delta,FX Delta,0
UK,9/16/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,1518.984478
UK,9/16/2019,Other Gamma: Assumed,Other Gamma: Assumed,7.17336E-08
UK,9/16/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,629.5218271
UK,9/16/2019,Total Equity,Total Equity,342622.781
UK,9/16/2019,Spot Rho: Assumed,Spot Rho: Assumed,4176149.12
UK,9/16/2019,Rho: Assumed,Rho: Assumed,3961979.356
UK,9/16/2019,Rho Basis,Rho Basis,-214169.7634
UK,9/16/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,40255.8259
UK,9/16/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),220.7509881
UK,9/16/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),20266.98153
UK,9/16/2019,Total Interest rates ,Total Interest rates ,4022722.915
UK,9/16/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,1552.6737
UK,9/16/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,173.4403096
UK,9/16/2019,Time,Time,-14094.5491
UK,9/16/2019,Other Cross Effects,Other Cross Effects,-2046.479335
UK,9/16/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,63075.15167
UK,9/16/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,1005.811172
UK,9/16/2019,Total Capital Markets Impact,Total Capital Markets Impact,4415011.744
UK,9/16/2019,Other,Other,-0.72936599
UK,9/16/2019,EOP Hedge Target Value,EOP Hedge Target Value,122131390.6
UK,9/17/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,121627238.7
UK,9/17/2019,BOP Hedge Target Value,PA BOP Run,0
UK,9/17/2019,Equity Delta,EuroStoxx,0
UK,9/17/2019,Equity Delta,S&P 500,0
UK,9/17/2019,Equity Delta,NKY INDEX,0
UK,9/17/2019,Equity Delta,FTSE 100,3.110651422
UK,9/17/2019,Equity Delta,SMI INDEX,0
UK,9/17/2019,Equity Delta,Topix Index,0
UK,9/17/2019,Capped Volatility Delta,CVF Funds,72174.17675
UK,9/17/2019,Bond Delta,Domestic Bonds,0.002800217
UK,9/17/2019,Bond Delta,Foreign Bonds,0
UK,9/17/2019,FX Delta,FX Delta,0
UK,9/17/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed,58.83546365
UK,9/17/2019,Other Gamma: Assumed,Other Gamma: Assumed,1.00666E-08
UK,9/17/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-32.47704083
