Block,Date,Aggregated Category,Line Item,Value
UK,1/21/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,107594162
UK,1/21/2020,BOP Hedge Target Value,PA BOP Run,0
UK,1/21/2020,Equity Delta,EuroStoxx,0
UK,1/21/2020,Equity Delta,S&P 500,0
UK,1/21/2020,Equity Delta,NKY INDEX,0
UK,1/21/2020,Equity Delta,FTSE 100,0
UK,1/21/2020,Equity Delta,SMI INDEX,0
UK,1/21/2020,Equity Delta,Topix Index,0
UK,1/21/2020,Capped Volatility Delta,CVF Funds,248272.4938
UK,1/21/2020,Bond Delta,Domestic Bonds,0.498156916
UK,1/21/2020,Bond Delta,Foreign Bonds,0
UK,1/21/2020,FX Delta,FX Delta,0
UK,1/21/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8681.683233
UK,1/21/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-7882.986298
UK,1/21/2020,Other Gamma: Assumed,Other Gamma: Assumed,-3.44064E-07
UK,1/21/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-98.96135259
UK,1/21/2020,Total Equity,Total Equity,248972.7276
UK,1/21/2020,Spot Rho: Assumed,Spot Rho: Assumed,1911856.261
UK,1/21/2020,Rho: Assumed,Rho: Assumed,1956653.338
UK,1/21/2020,Rho Basis,Rho Basis,44797.07634
UK,1/21/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,10377.51344
UK,1/21/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-2.973100127
UK,1/21/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-20107.46346
UK,1/21/2020,Total Interest rates ,Total Interest rates ,1946920.414
UK,1/21/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,162.1745125
UK,1/21/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,210.7698485
UK,1/21/2020,Time,Time,-13169.2035
UK,1/21/2020,Other Cross Effects,Other Cross Effects,-333.75557
UK,1/21/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-28504.47871
UK,1/21/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-149.4159089
UK,1/21/2020,Total Capital Markets Impact,Total Capital Markets Impact,2154109.233
UK,1/21/2020,Other,Other,0.000280008
UK,1/21/2020,EOP Hedge Target Value,EOP Hedge Target Value,109748271.3
UK,1/22/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,109748271.3
UK,1/22/2020,BOP Hedge Target Value,PA BOP Run,0
UK,1/22/2020,Equity Delta,EuroStoxx,0
UK,1/22/2020,Equity Delta,S&P 500,0
UK,1/22/2020,Equity Delta,NKY INDEX,0
UK,1/22/2020,Equity Delta,FTSE 100,0
UK,1/22/2020,Equity Delta,SMI INDEX,0
UK,1/22/2020,Equity Delta,Topix Index,0
UK,1/22/2020,Capped Volatility Delta,CVF Funds,220072.1994
UK,1/22/2020,Bond Delta,Domestic Bonds,0.501426038
UK,1/22/2020,Bond Delta,Foreign Bonds,0
UK,1/22/2020,FX Delta,FX Delta,0
UK,1/22/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8704.205766
UK,1/22/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8113.589542
UK,1/22/2020,Other Gamma: Assumed,Other Gamma: Assumed,-2.91965E-07
UK,1/22/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-42.62900143
UK,1/22/2020,Total Equity,Total Equity,220620.688
UK,1/22/2020,Spot Rho: Assumed,Spot Rho: Assumed,873328.7846
UK,1/22/2020,Rho: Assumed,Rho: Assumed,921775.1256
UK,1/22/2020,Rho Basis,Rho Basis,48446.341
UK,1/22/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,2409.993294
UK,1/22/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-0.56310042
UK,1/22/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),30854.06552
UK,1/22/2020,Total Interest rates ,Total Interest rates ,955038.6213
UK,1/22/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-12.02452243
UK,1/22/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,109.5247414
UK,1/22/2020,Time,Time,-9613.358416
UK,1/22/2020,Other Cross Effects,Other Cross Effects,-212.86727
UK,1/22/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,0
UK,1/22/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,0
UK,1/22/2020,Total Capital Markets Impact,Total Capital Markets Impact,1165930.584
UK,1/22/2020,Other,Other,-0.000674009
UK,1/22/2020,EOP Hedge Target Value,EOP Hedge Target Value,110914201.8
UK,1/23/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,110914201.8
UK,1/23/2020,BOP Hedge Target Value,PA BOP Run,0
UK,1/23/2020,Equity Delta,EuroStoxx,0
UK,1/23/2020,Equity Delta,S&P 500,0
UK,1/23/2020,Equity Delta,NKY INDEX,0
UK,1/23/2020,Equity Delta,FTSE 100,0
UK,1/23/2020,Equity Delta,SMI INDEX,0
UK,1/23/2020,Equity Delta,Topix Index,0
UK,1/23/2020,Capped Volatility Delta,CVF Funds,474548.5766
UK,1/23/2020,Bond Delta,Domestic Bonds,0.506812929
UK,1/23/2020,Bond Delta,Foreign Bonds,0
UK,1/23/2020,FX Delta,FX Delta,0
UK,1/23/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8692.475716
UK,1/23/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-5824.484789
UK,1/23/2020,Other Gamma: Assumed,Other Gamma: Assumed,2.67136E-08
UK,1/23/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-214.0717459
UK,1/23/2020,Total Equity,Total Equity,477203.0026
UK,1/23/2020,Spot Rho: Assumed,Spot Rho: Assumed,2941865.446
UK,1/23/2020,Rho: Assumed,Rho: Assumed,3041727.484
UK,1/23/2020,Rho Basis,Rho Basis,99862.03806
UK,1/23/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,24398.10936
UK,1/23/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),602.4644274
UK,1/23/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-21269.38589
UK,1/23/2020,Total Interest rates ,Total Interest rates ,3045458.672
UK,1/23/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,882.8225973
UK,1/23/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,41.73089367
UK,1/23/2020,Time,Time,-14269.51807
UK,1/23/2020,Other Cross Effects,Other Cross Effects,-753.905365
UK,1/23/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-3386.856297
UK,1/23/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-39.33748065
UK,1/23/2020,Total Capital Markets Impact,Total Capital Markets Impact,3505136.611
UK,1/23/2020,Other,Other,-0.002165005
UK,1/23/2020,EOP Hedge Target Value,EOP Hedge Target Value,114419338.5
UK,1/24/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,114419338.5
UK,1/24/2020,BOP Hedge Target Value,PA BOP Run,0
UK,1/24/2020,Equity Delta,EuroStoxx,0
UK,1/24/2020,Equity Delta,S&P 500,0
UK,1/24/2020,Equity Delta,NKY INDEX,0
UK,1/24/2020,Equity Delta,FTSE 100,0
UK,1/24/2020,Equity Delta,SMI INDEX,0
UK,1/24/2020,Equity Delta,Topix Index,0
UK,1/24/2020,Capped Volatility Delta,CVF Funds,-270949.6413
UK,1/24/2020,Bond Delta,Domestic Bonds,0.504674044
UK,1/24/2020,Bond Delta,Foreign Bonds,0
UK,1/24/2020,FX Delta,FX Delta,0
UK,1/24/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8783.434679
UK,1/24/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-7862.323918
UK,1/24/2020,Other Gamma: Assumed,Other Gamma: Assumed,3.09098E-07
UK,1/24/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,180.9793684
UK,1/24/2020,Total Equity,Total Equity,-269847.0465
UK,1/24/2020,Spot Rho: Assumed,Spot Rho: Assumed,1396596.433
UK,1/24/2020,Rho: Assumed,Rho: Assumed,1431605.882
UK,1/24/2020,Rho Basis,Rho Basis,35009.44914
UK,1/24/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,5452.456958
UK,1/24/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),106.360187
UK,1/24/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),13017.99198
UK,1/24/2020,Total Interest rates ,Total Interest rates ,1450182.691
UK,1/24/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-353.1751256
UK,1/24/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-16.03991541
UK,1/24/2020,Time,Time,-5523.788578
UK,1/24/2020,Other Cross Effects,Other Cross Effects,-118.289219
UK,1/24/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-26090.31916
UK,1/24/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,183.9072188
UK,1/24/2020,Total Capital Markets Impact,Total Capital Markets Impact,1148417.94
UK,1/24/2020,Other,Other,6.99908E-05
UK,1/24/2020,EOP Hedge Target Value,EOP Hedge Target Value,115567756.4
UK,2/3/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,120916794.5
UK,2/3/2020,BOP Hedge Target Value,PA BOP Run,0
UK,2/3/2020,Equity Delta,EuroStoxx,0
UK,2/3/2020,Equity Delta,S&P 500,0
UK,2/3/2020,Equity Delta,NKY INDEX,0
UK,2/3/2020,Equity Delta,FTSE 100,0
UK,2/3/2020,Equity Delta,SMI INDEX,0
UK,2/3/2020,Equity Delta,Topix Index,0
UK,2/3/2020,Capped Volatility Delta,CVF Funds,-914154.0013
UK,2/3/2020,Bond Delta,Domestic Bonds,1.650569443
UK,2/3/2020,Bond Delta,Foreign Bonds,0
UK,2/3/2020,FX Delta,FX Delta,0
UK,2/3/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8912.402385
UK,2/3/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,693.3653885
UK,2/3/2020,Other Gamma: Assumed,Other Gamma: Assumed,-2.25773E-06
UK,2/3/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,677.6568868
UK,2/3/2020,Total Equity,Total Equity,-903868.9261
UK,2/3/2020,Spot Rho: Assumed,Spot Rho: Assumed,113155.8018
UK,2/3/2020,Rho: Assumed,Rho: Assumed,104526.6174
UK,2/3/2020,Rho Basis,Rho Basis,-8629.184445
UK,2/3/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,41.8215919
UK,2/3/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-94.0715837
UK,2/3/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-9505.202974
UK,2/3/2020,Total Interest rates ,Total Interest rates ,94969.16439
UK,2/3/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-434.306558
UK,2/3/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,104.625443
UK,2/3/2020,Time,Time,-31233.06213
UK,2/3/2020,Other Cross Effects,Other Cross Effects,19.387554
UK,2/3/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,87988.48194
UK,2/3/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-1943.974279
UK,2/3/2020,Total Capital Markets Impact,Total Capital Markets Impact,-754398.6097
UK,2/3/2020,Other,Other,4.596044004
UK,2/3/2020,EOP Hedge Target Value,EOP Hedge Target Value,120162400.5
UK,2/4/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,120031925.4
UK,2/4/2020,BOP Hedge Target Value,PA BOP Run,0
UK,2/4/2020,Equity Delta,EuroStoxx,0
UK,2/4/2020,Equity Delta,S&P 500,0
UK,2/4/2020,Equity Delta,NKY INDEX,0
UK,2/4/2020,Equity Delta,FTSE 100,0
UK,2/4/2020,Equity Delta,SMI INDEX,0
UK,2/4/2020,Equity Delta,Topix Index,0
UK,2/4/2020,Capped Volatility Delta,CVF Funds,-1566450.434
UK,2/4/2020,Bond Delta,Domestic Bonds,0.548628415
UK,2/4/2020,Bond Delta,Foreign Bonds,0
UK,2/4/2020,FX Delta,FX Delta,0
UK,2/4/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8636.238938
UK,2/4/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,19091.2141
UK,2/4/2020,Other Gamma: Assumed,Other Gamma: Assumed,-2.13639E-06
UK,2/4/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,251.5650416
UK,2/4/2020,Total Equity,Total Equity,-1538470.867
UK,2/4/2020,Spot Rho: Assumed,Spot Rho: Assumed,-3321447.944
UK,2/4/2020,Rho: Assumed,Rho: Assumed,-3331140.052
UK,2/4/2020,Rho Basis,Rho Basis,-9692.108259
UK,2/4/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,28275.10246
UK,2/4/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-151.2717001
UK,2/4/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-32641.15745
UK,2/4/2020,Total Interest rates ,Total Interest rates ,-3335657.379
UK,2/4/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,6004.574112
UK,2/4/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-83.78100061
UK,2/4/2020,Time,Time,-12120.81144
UK,2/4/2020,Other Cross Effects,Other Cross Effects,337.770183
UK,2/4/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-11254.79629
UK,2/4/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,456.1973799
UK,2/4/2020,Total Capital Markets Impact,Total Capital Markets Impact,-4890789.093
UK,2/4/2020,Other,Other,3.812217996
UK,2/4/2020,EOP Hedge Target Value,EOP Hedge Target Value,115141140.1
UK,2/5/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,115141140.1
UK,2/5/2020,BOP Hedge Target Value,PA BOP Run,0
UK,2/5/2020,Equity Delta,EuroStoxx,0
UK,2/5/2020,Equity Delta,S&P 500,0
UK,2/5/2020,Equity Delta,NKY INDEX,0
UK,2/5/2020,Equity Delta,FTSE 100,0
UK,2/5/2020,Equity Delta,SMI INDEX,0
UK,2/5/2020,Equity Delta,Topix Index,0
UK,2/5/2020,Capped Volatility Delta,CVF Funds,-655903.3023
UK,2/5/2020,Bond Delta,Domestic Bonds,0.567000358
UK,2/5/2020,Bond Delta,Foreign Bonds,0
UK,2/5/2020,FX Delta,FX Delta,0
UK,2/5/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8723.886846
UK,2/5/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-3391.046686
UK,2/5/2020,Other Gamma: Assumed,Other Gamma: Assumed,-8.12163E-07
UK,2/5/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,162.2494552
UK,2/5/2020,Total Equity,Total Equity,-650407.6457
UK,2/5/2020,Spot Rho: Assumed,Spot Rho: Assumed,-2659730.664
UK,2/5/2020,Rho: Assumed,Rho: Assumed,-2619391.609
UK,2/5/2020,Rho Basis,Rho Basis,40339.05521
UK,2/5/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,17881.77058
UK,2/5/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-216.730961
UK,2/5/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-13513.5555
UK,2/5/2020,Total Interest rates ,Total Interest rates ,-2615240.125
UK,2/5/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,1810.222941
UK,2/5/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,146.0143751
UK,2/5/2020,Time,Time,-11834.48024
UK,2/5/2020,Other Cross Effects,Other Cross Effects,366.129822
UK,2/5/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,51468.23074
UK,2/5/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-959.3095505
UK,2/5/2020,Total Capital Markets Impact,Total Capital Markets Impact,-3224650.963
UK,2/5/2020,Other,Other,2.013574004
UK,2/5/2020,EOP Hedge Target Value,EOP Hedge Target Value,111916491.2
UK,2/6/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,111916491.2
UK,2/6/2020,BOP Hedge Target Value,PA BOP Run,0
UK,2/6/2020,Equity Delta,EuroStoxx,0
UK,2/6/2020,Equity Delta,S&P 500,0
UK,2/6/2020,Equity Delta,NKY INDEX,0
UK,2/6/2020,Equity Delta,FTSE 100,0
UK,2/6/2020,Equity Delta,SMI INDEX,0
UK,2/6/2020,Equity Delta,Topix Index,0
UK,2/6/2020,Capped Volatility Delta,CVF Funds,-535476.2109
UK,2/6/2020,Bond Delta,Domestic Bonds,0.576318245
UK,2/6/2020,Bond Delta,Foreign Bonds,0
UK,2/6/2020,FX Delta,FX Delta,0
UK,2/6/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8624.884967
UK,2/6/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-5068.268273
UK,2/6/2020,Other Gamma: Assumed,Other Gamma: Assumed,-5.59333E-07
UK,2/6/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,402.6332464
UK,2/6/2020,Total Equity,Total Equity,-531516.3847
UK,2/6/2020,Spot Rho: Assumed,Spot Rho: Assumed,1513010.552
UK,2/6/2020,Rho: Assumed,Rho: Assumed,1469250.213
UK,2/6/2020,Rho Basis,Rho Basis,-43760.33869
UK,2/6/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,5736.402073
UK,2/6/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),143.6910872
UK,2/6/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),30653.29795
UK,2/6/2020,Total Interest rates ,Total Interest rates ,1505783.604
UK,2/6/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-945.3313575
UK,2/6/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-159.1085035
UK,2/6/2020,Time,Time,-13985.79308
UK,2/6/2020,Other Cross Effects,Other Cross Effects,-374.758621
UK,2/6/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-3707.925026
UK,2/6/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,25.29029525
UK,2/6/2020,Total Capital Markets Impact,Total Capital Markets Impact,955119.5935
UK,2/6/2020,Other,Other,2.320173994
UK,2/6/2020,EOP Hedge Target Value,EOP Hedge Target Value,112871613.1
UK,2/7/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,112871613.1
UK,2/7/2020,BOP Hedge Target Value,PA BOP Run,0
UK,2/7/2020,Equity Delta,EuroStoxx,0
UK,2/7/2020,Equity Delta,S&P 500,0
UK,2/7/2020,Equity Delta,NKY INDEX,0
UK,2/7/2020,Equity Delta,FTSE 100,0
UK,2/7/2020,Equity Delta,SMI INDEX,0
UK,2/7/2020,Equity Delta,Topix Index,0
UK,2/7/2020,Capped Volatility Delta,CVF Funds,436226.607
UK,2/7/2020,Bond Delta,Domestic Bonds,0.564452212
UK,2/7/2020,Bond Delta,Foreign Bonds,0
UK,2/7/2020,FX Delta,FX Delta,0
UK,2/7/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8617.908021
UK,2/7/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-6228.341295
UK,2/7/2020,Other Gamma: Assumed,Other Gamma: Assumed,7.1645E-07
UK,2/7/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-8.295136206
UK,2/7/2020,Total Equity,Total Equity,438608.4431
UK,2/7/2020,Spot Rho: Assumed,Spot Rho: Assumed,421513.872
UK,2/7/2020,Rho: Assumed,Rho: Assumed,414024.8631
UK,2/7/2020,Rho Basis,Rho Basis,-7489.008868
UK,2/7/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,441.73844
UK,2/7/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),85.6168588
UK,2/7/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),57832.232
UK,2/7/2020,Total Interest rates ,Total Interest rates ,472384.4504
UK,2/7/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,194.3713225
UK,2/7/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-132.3373085
UK,2/7/2020,Time,Time,-5567.808739
UK,2/7/2020,Other Cross Effects,Other Cross Effects,-194.449442
UK,2/7/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-38845.02243
UK,2/7/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-300.5009162
UK,2/7/2020,Total Capital Markets Impact,Total Capital Markets Impact,866147.146
UK,2/7/2020,Other,Other,-4.661505997
UK,2/7/2020,EOP Hedge Target Value,EOP Hedge Target Value,113737755.6
UK,2/10/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,113737755.6
UK,2/10/2020,BOP Hedge Target Value,PA BOP Run,0
UK,2/10/2020,Equity Delta,EuroStoxx,0
UK,2/10/2020,Equity Delta,S&P 500,0
UK,2/10/2020,Equity Delta,NKY INDEX,0
UK,2/10/2020,Equity Delta,FTSE 100,0
UK,2/10/2020,Equity Delta,SMI INDEX,0
UK,2/10/2020,Equity Delta,Topix Index,0
UK,2/10/2020,Capped Volatility Delta,CVF Funds,24692.36355
UK,2/10/2020,Bond Delta,Domestic Bonds,1.673454385
UK,2/10/2020,Bond Delta,Foreign Bonds,0
UK,2/10/2020,FX Delta,FX Delta,0
UK,2/10/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8624.233159
UK,2/10/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8597.961215
UK,2/10/2020,Other Gamma: Assumed,Other Gamma: Assumed,-1.28E-08
UK,2/10/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,42.12444299
UK,2/10/2020,Total Equity,Total Equity,24762.4334
UK,2/10/2020,Spot Rho: Assumed,Spot Rho: Assumed,1803781.009
UK,2/10/2020,Rho: Assumed,Rho: Assumed,1770153.372
UK,2/10/2020,Rho Basis,Rho Basis,-33627.63706
UK,2/10/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,8313.385049
UK,2/10/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),129.7667723
UK,2/10/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-69907.37808
UK,2/10/2020,Total Interest rates ,Total Interest rates ,1708689.146
UK,2/10/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,37.10008679
UK,2/10/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-20.31296179
UK,2/10/2020,Time,Time,-28893.5999
UK,2/10/2020,Other Cross Effects,Other Cross Effects,-565.804918
UK,2/10/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,6382.875192
UK,2/10/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,36.52502905
UK,2/10/2020,Total Capital Markets Impact,Total Capital Markets Impact,1710428.362
UK,2/10/2020,Other,Other,-1.041123003
UK,2/10/2020,EOP Hedge Target Value,EOP Hedge Target Value,115448182.9
UK,2/11/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,115489749
UK,2/11/2020,BOP Hedge Target Value,PA BOP Run,0
UK,2/11/2020,Equity Delta,EuroStoxx,0
UK,2/11/2020,Equity Delta,S&P 500,0
UK,2/11/2020,Equity Delta,NKY INDEX,0
UK,2/11/2020,Equity Delta,FTSE 100,0
UK,2/11/2020,Equity Delta,SMI INDEX,0
UK,2/11/2020,Equity Delta,Topix Index,0
UK,2/11/2020,Capped Volatility Delta,CVF Funds,-813384.0826
UK,2/11/2020,Bond Delta,Domestic Bonds,0.556292281
UK,2/11/2020,Bond Delta,Foreign Bonds,0
UK,2/11/2020,FX Delta,FX Delta,0
UK,2/11/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8522.611682
UK,2/11/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-461.5561004
UK,2/11/2020,Other Gamma: Assumed,Other Gamma: Assumed,4.77694E-07
UK,2/11/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-201.8733561
UK,2/11/2020,Total Equity,Total Equity,-805524.3441
UK,2/11/2020,Spot Rho: Assumed,Spot Rho: Assumed,-293102.8827
UK,2/11/2020,Rho: Assumed,Rho: Assumed,-280193.2199
UK,2/11/2020,Rho Basis,Rho Basis,12909.66278
UK,2/11/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,288.9281366
UK,2/11/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-143.9617747
UK,2/11/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),11384.27523
UK,2/11/2020,Total Interest rates ,Total Interest rates ,-268663.9783
UK,2/11/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,850.0512137
UK,2/11/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,176.5389203
UK,2/11/2020,Time,Time,-13129.10243
UK,2/11/2020,Other Cross Effects,Other Cross Effects,51.467536
UK,2/11/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-13667.02253
UK,2/11/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,272.6817615
UK,2/11/2020,Total Capital Markets Impact,Total Capital Markets Impact,-1099633.708
